text,label
 వెన్నెల కిషోర్ కెరీర్లో గుర్తుండిపోయే పాత్ర చేశాడు  ప్రథమార్ధంలో పంచ్లతో అతను ఎంటర్టైన్ చేశాడు ,1
 కొన్ని చోట్ల అతడి పంచ్లకు విజిల్స్ పడతాయి  శివబాలాజి కూడా ఆకట్టుకుంటాడు               ,1
 జి వి ప్రకాష్ కుమార్ బ్యాగ్రౌండ్ స్కోర్తో సినిమా కోసం చేయాల్సిందంతా చేశాడు ,1
 నిర్మాణ విలువలు బాగున్నాయి,1
భారీ సినిమాను పకడ్బందీగా ఆసక్తికరంగా తీర్చిదిద్దే ప్రయత్నం చేశాడు,1
చక్కటి సమన్వయంతో మంచి ఔట్ పుట్ రాబట్టుకోవడంలోనూ సంకల్ప్ తన ప్రత్యేకత చూపించాడు,1
బ్యాగ్రౌండ్ స్కోర్ సినిమాలో ప్రేక్షకుడిని లీనం అయ్యేలా చేస్తుంది,1
మొత్తంగా రానా ఈ పాత్రతో చాలా కాలం గుర్తుంటాడు,1
సినిమాను తమ వైపు నుంచి మరో మెట్టు ఎక్కించే ప్రయత్నం చేశారు,1
సినిమాలో బాగా ఇమిడిపోయాయి  నేపథ్య సంగీతం కూడా బాగుంది ,1
నిర్మాణ విలువలు బాగున్నాయి  సినిమాకు అవసరమైనంత ఖర్చు పెట్టారు  రాజీ పడలేదు,1
కథకు కొంచెం కల్పన జోడించి ఉన్నంతలో స్క్రిప్టును పర్వాలేదనిపించాడు,1
కీరవాణి  ఆయన పాటలన్నీ సినిమాకు తగ్గట్లుగా కుదిరాయి  సినిమాలో ఇమిడిపోయాయి  నేపథ్య సంగీతం బాగుంది,1
సినిమా అంతటా కూడా సెట్టింగ్స్ అద్భుతంగా అనిపిస్తాయి,1
నిర్మాణ విలువలు బాగున్నాయి  స్క్రీన్ప్లే పరంగా కాస్త ఆకట్టుకున్నాడు ,1
పాటల చిత్రీకరణలో రాఘవేంద్రుడు మరోసారి ప్రత్యేకత చాటుకున్నాడు,1
దర్శకేంద్రుడు ఈసారి మళ్లీ తనేంటో చూపించాడు ,1
అమీజాక్సన్ తన గ్లామర్తోనే కాదు నటనతోనూ మెప్పించింది  దియా పాత్రకు ఆమె పర్ఫెక్ట్గా సూటైంది  స్వతహాగా మోడల్ కావడంతో ఆ పాత్రను చాలా ఈజ్తో చేసింది  ,1
 సంతానం ఫస్టాఫ్లో మంచి పంచ్లతో నవ్వించాడు  ,1
పాటలన్నీ బాగున్నాయి  పాటల ప్లేస్మెంట్ కొంత ఇబ్బంది పెట్టినా అవి ప్రేక్షకుల్ని ఎంగేజ్ చేస్తాయి ,1
 నేటివిటీ ఎక్కువ కనిపిస్తుంది ,1
డైలాగులు బాగున్నాయి ,1
ఇక దర్శకుడు రాఘవేంద్రరావు ఆధ్యాత్మిక చిత్రాలు తీయడంలో తన ప్రత్యేకతను మరోసారి చాటుకున్నాడు,1
కథను ఆసక్తికరంగానే తీర్చిదిద్దాడు,1
పాటల చిత్రీకరణలో రాఘవేంద్రుడు మరోసారి ప్రత్యేకత చాటుకున్నాడు ,1
తన పాత్ర పరిధిలో బాగా చేసింది  కీలకమైన పాత్రలో శరత్ కుమార్ కూడా ఆకట్టుకున్నాడు,1
ప్రథమార్ధంలో పంచ్లతో అతను ఎంటర్టైన్ చేశాడు ,1
బ్యాగ్రౌండ్ స్కోర్తో సినిమా కోసం చేయాల్సిందంతా చేశాడు  అతడి ఆర్ఆర్ జనాల్ని సినిమాలో ఇన్వాల్వ్ చేయడానికి ఉపయోగపడింది  ,1
ఛాయాగ్రహణం బాగుంది  నిర్మాణ విలువలు బాగున్నాయి,1
ఓపెన్ మైండ్తో చూస్తే పర్వాలేదనిపించొచ్చు,1
ఒకే ఎమోషనల్ పాయింట్ తీసుకుని తనదైన శైలిలో వినోదాన్ని జోడించి జనాల్ని బాగా నవ్వించి చివర్లో ఏడిపించేద్దామనుకున్నాడు ,1
దానికి పూర్తి భిన్నంగా కనిపిస్తూ తనదైన స్క్రీన్ ప్రెజెన్స్ తో ప్రేక్షకుల ఆసక్తిని నిలిపి ఉంచడంలో కీలక పాత్ర పోషిస్తాడు ,1
హీరో పాత్ర చిత్రణకు తోడు సాంకేతిక హంగులు కూడా చక్కగా కుదరడంతో ‘యమన్’ మంచి ఇంటెన్సిటీ ఉన్న సినిమాలా కనిపిస్తుంది   ,1
  ఐతే ప్రి క్లైమాక్స్ నుంచి కథ మళ్లీ ట్రాక్ ఎక్కి ఆసక్తి రేకెత్తిస్తుంది  ముగింపు కూడా ఓకే అనిపిస్తుంది  ,1
 ‘యమన్’ సీరియస్ రియలిస్టిక్ పొలిటికల్ డ్రామాలు ఇష్టపడే వాళ్లను మెప్పిస్తుంది ,1
ఘాజీ’లో వృథాగా అనిపించే సన్నివేశాలేమీ కనిపించవు  ,1
కథ నడుస్తుంటుంది దాంతో పాటే క్యారెక్టర్ల ఎస్టాబ్లిష్మెంట్ కూడా జరుగుతుంది  ,1
కాసేపటికే ప్రతి పాత్రనూ ఆకళింపు చేసుకుంటాం  వాటితో పాటు ప్రయాణిస్తాం,1
వారి పాత్రలు ఎంత ఆసక్తికరంగా ఉంటాయో ఇద్దరి మధ్య వచ్చే సన్నివేశాలు అంతే ఆసక్తికరంగా సాగుతాయి,1
అతను ఎంతో ప్రేమించి తీశాడని అడుగడుగునా తెలుస్తుంది,1
కానీ కొత్తదనం ఆశించే వారికి మాత్రం ‘ఘాజీ’ మంచి ఛాయిస్  ,1
రానా కెరీర్లో అర్జున్ పాత్ర  వన్ ఆఫ్ ద బెస్ట్ గా నిలిచిపోతుందనడంలో సందేహం లేదు,1
 సత్యదేవ్ పాకిస్థాన్ కమాండర్ పాత్రలో రాహుల్ దేవ్ కూడా బాగా చేశారు,1
బ్యాగ్రౌండ్ స్కోర్ సినిమాలో ప్రేక్షకుడిని లీనం అయ్యేలా చేస్తుంది ,1
 సబ్ మెరైన్లో ఉన్నట్లే మనల్ని మరో ప్రపంచంలో విహరింపజేసేలా కెమెరా పనితనం చూపించాడు,1
విజువల్ ఎఫెక్ట్స్ లోనూ మంచి క్వాలిటీ చూపించారు,1
మాటలు పరిమితంగా ఉంటూనే ప్రభావవంతంగా అనిపిస్తాయి,1
  తొలి ప్రయత్నంలోనే ఇంత భారీ సినిమాను పకడ్బందీగా ఆసక్తికరంగా తీర్చిదిద్దే ప్రయత్నం చేశాడు,1
తరహాలోనే ఫాస్ట్ ఫార్వార్డ్ లో మోడ్ లో సినిమా చూస్తున్న ఫీలింగే కలిగిస్తుంది ‘,1
 వైవిధ్యమైన సినిమాలే ఎక్కువగా చేస్తున్నారు ,1
 ముందుకు వెనక్కి పరుగులు పెట్టేస్తూ ప్రేక్షకుడు ఎక్కడా చిన్న బ్రేక్ కూడా ఇవ్వకుండా దేని గురించీ ఆలోచించే అవకాశమే లేకుండా జెట్ స్పీడుతో వెళ్లిపోతుంటాయి సన్నివేశాలు  ,1
ఆసక్తికరంగా సాగిపోయే సన్నివేశాలతో కథనం పరుగులు పెడుతుంది ,1
 నిర్మాణ విలువల విషయంలో రాజీ అన్నది లేదు,1
చూశాక అతడికి దాసోహం అయిపోతారు,1
ఆసక్తికర సన్నివేశాలున్నపుడు,1
మోహన్ లాల్ వల్ల ఎంగేజింగ్ గా అనిపిస్తుంది,1
  ఐతే థ్రిల్లర్ సినిమాలంటే ఆద్యంతం గ్రిప్పింగ్ గా ఉండాలి,1
  ఆద్యంతం వినోదాన్నందిస్తూ చివరికి వచ్చేసరికి అందరూ కన్విన్స్ అయ్యే వాదనతో ‘నేను లోకల్’ ఫ్రూట్ ఫుల్ గా అనిపిస్తుంది ,1
 ఇద్దరూ కూడా ఈ సినిమాకు ప్రత్యేక ఆకర్షణగా నిలిచారు  ,1
 నాని తనదైన నటన కామెడీ టైమింగ్ తో వినోదం పంచుతూ ప్రేక్షకుల్ని చాలా వరకు ఎంగేజ్ చేస్తాడు  ,1
  కీర్తి తన టిపికల్ అందంతో హావభావాలతో ఆకట్టుకుంటుంది  ,1
 ట్రెండీగా అనిపించే సన్నివేశాలు డైలాగులు కావాల్సినంత కిక్కు ఇస్తాయి  ,1
 అతడి పాత్ర వినోదం పంచుతుంది,1
ప్రేక్షకులు నవ్వు ముఖాలతో థియేటర్ నుంచి బయటికి వచ్చేలా చేస్తుంది   ,1
 ‘నేను లోకల్’కు సాంకేతిక నిపుణులు బాగా ప్లస్ అయ్యారు,1
 దేవిశ్రీ ప్రసాద్ ట్రెండీగా ఉండే మ్యూజిక్ ఇచ్చాడు  ,1
 సినిమా అంతటా కలర్ ఫుల్ గా కనిపిస్తుంది అతడి కెమెరా పనితనం వల్ల  నిర్మాణ విలువలకు ఢోకా లేదు ,1
 ఆహ్లాదకరంగా కన్విన్సింగ్ గా అనిపించే సన్నివేశాలు బండి నడిపించేస్తాయి ,1
 సంక్రాంతి సీజన్లో సరిగ్గా ప్రేక్షకులు ఎలాంటి కుటుంబ వినోదాన్ని ఆశిస్తారో అలాగే ఉండటం ‘శతమానం భవతి’కి పెద్ద బలం,1
 పల్లెటూరి నేపథ్యాన్ని ఎంచుకోవడం ఆద్యంతం తెరను ఆహ్లాదంగా చూపించడంతో ఆరంభం నుంచే ఒక పాజిటివ్ ఫీలింగ్ వచ్చేస్తుంది  ,1
పాత్రలు కూడా సహజంగా ఈజీగా కనెక్టయ్యేలా ఉంటాయి  వాటితో పాటు ప్రేక్షకుల్ని ప్రయాణించేలా చేస్తాయి,1
 ప్రథమార్ధానికి హీరో హీరోయిన్ల రొమాంటిక్ ట్రాక్ హడావుడిగా లేకుండా సింపుల్ గా సాగిపోయే కామెడీ సీన్స్ బలంగా నిలుస్తాయి ,1
హీరోయిన్ని హీరో ఇంప్రెస్ చేసే సన్నివేశాలకు ప్రేక్షకులు కూడా ఇంప్రెస్ అవుతారు,1
 అర్థవంతమైన డైలాగులు ప్రేక్షకుడిని ఈజీగా కథతో రిలేట్ చేసుకునేలా చేస్తాయి,1
ప్రథమార్ధం అంతా కూడా వేగంగా ఆహ్లాదకరంగా సాగిపోయి చక్కటి ట్విస్టుతో ముగుస్తుంది ,1
మంచి డైలాగులు ప్రకాష్ రాజ్ నటన క్లైమాక్స్ ను నిలబెట్టాయి,1
ఈ క్లీన్ ఫ్యామిలీ ఎంటర్టైనర్ ఓవరాల్ గా మంచి ఫీలింగే ఇస్తుంది,1
అతడి సహజ నటన వల్ల రాజు పాత్రతో చాలా ఈజీగా కనెక్టయిపోతాం,1
తన తొలి రెండు సినిమాల్లో పల్లెటూరి అమ్మాయిగా మెప్పించిన అనుపమ ఈసారి మోడర్న్ అమ్మాయిగానూ ఆకట్టుకుంది,1
హీరో హీరోయిన్ల మధ్య వచ్చే డ్యూయెట్ వినసొంపుగా ఉన్నాయి ,1
సమీర్ రెడ్డి కెమెరా పనితనం సినిమాకు కలర్ ఫుల్ లుక్ తీసుకొచ్చింది,1
పల్లెటూరి వాతావరణాన్ని చాలా అందంగా చూపించాడు ,1
సమీర్  పాటల చిత్రీకరణ చాలా బాగుంది  ,1
ముఖ్యంగా శర్వా-అనుపమలను వింటేజ్ లుక్ లో చూపించే పాటను చాలా బాగా తీశాడు ,1
 సతీష్ వేగేశ్న రచయితగా దర్శకుడిగా మెప్పించాడు ,1
 సినిమాలో గుండెకు హత్తుకునే మాటలు చాలా ఉన్నాయి,1
మంచి సన్నివేశాలు రాసుకోవడం స్క్రిప్టులో ఉన్నదాన్ని తడబాటు లేకుండా ప్రభావవంతంగా తెరకెక్కించడం ద్వారా సినిమాను జనరంజకంగా తీర్చిదిద్దాడు ,1
చిత్ర బృందం ముందు నుంచి నొక్కి వక్కాణిస్తున్నట్లుగా ఇది తెలుగు వారు గర్వించే చిత్రం అనడంలో సందేహం లేదు  ,1
విషయ ప్రధానంగా చూస్తే మాత్రం ‘బాహుబలి’ కంటే మిన్నగా ‘గౌతమీపుత్ర శాతకర్ణి’ ఉందంటే అతిశయోక్తి లేదు,1
 అంత గొప్పగా సిన్సియర్ గా ఈ కథను తెరకెక్కించాడు క్రిష్  ,1
శాతకర్ణి పాత్రకు తాను తప్ప ఇంకెవరూ ఊహలోకి కూడా రాని స్థాయిలో అద్భుత అభినయం ప్రదర్శించాడు బాలకృష్ణ ,1
ఈ ఇద్దరూ కలిసి చేసిన మహా ప్రయత్నానికి హ్యాట్సాఫ్ చెప్పాల్సిందే ,1
ఆ సన్నివేశాల్ని అద్భుతంగా తీర్చిదిద్దాడు,1
ఇందులోనూ గూస్ బంప్స్ మూమెంట్స్ కు ఢోకా లేదు,1
క్రిష్ బాలయ్య ఇద్దరూ కలిసి ‘శాతకర్ణి’కి అంత ఉన్నతమైన స్థానం కట్టబెట్టారు  కచ్చితంగా ఇది తెలుగువారు గర్వించదగ్గ చిత్రమే  ,1
 శాతకర్ణిగా బాలయ్య అభినయం గురించి ఎంత చెప్పినా తక్కువే  అద్భుతమైన వాచకం హావభావాలతో శాతకర్ణి పాత్రను గొప్పగా పండించాడు బాలయ్య ,1
శ్రియ నటన కట్టిపడేస్తుంది  ,1
టెక్నీషియన్స్ అందరూ కూడా సినిమా స్థాయికి తగ్గట్లే పనితనం చూపించారు ,1
 సినిమా అంతటా కూడా నేపథ్య సంగీతం గొప్ప అనుభూతిని కలిగిస్తుంది,1
క్రిష్ కథను చెప్పిన విధానం సన్నివేశాల్ని తీర్చిదిద్దిన తీరు ఎమోషన్లను పండించిన వైనానికి హ్యాట్సాఫ్ చెప్పాల్సిందే,1
దీని ప్రత్యేకత దీనికి ఉంది ,1
పాతికేళ్ల కిందటి నేపథ్యంలో సినిమా అని చెప్పి ఏదో పైపైన చూపించి వదిలేయకుండా అప్పటి వాతావరణాన్ని పరిస్థితుల్ని తెరమీద ప్రెజెంట్ చేసిన తీరు ప్రేక్షకులకు ప్రత్యేకమైన అనుభూతిని కలిగిస్తుంది,1
ఒక సీరియస్ కథనుఎక్కడా సీరియస్ నెస్ తగ్గకుండా మంచి ఇంటెన్సిటీతో ఆద్యంతం ఆసక్తికరంగా చెప్పాడు ఈ యువ దర్శకుడు,1
క్రికెట్ నక్సలిజం రౌడీయిజం గ్లోబలైజేషన్ ఇలా 90ల్లో సమాజంపై ఎంతో ప్రభావం చూపించిన అనేక అంశాల నేపథ్యంలో సాగే ఈ కథను ఎలాంటి తడబాటు లేకుండా ఆసక్తికరంగా చెప్పిన తీరు మెప్పిస్తుంది,1
 2 గంటల 5 నిమిషాల తక్కువ నిడివిలో ఇన్ని అంశాల్ని గుదిగుచ్చి ఎక్కడా ఆసక్తి పోకుండా కథను చెప్పడంలో దర్శకుడు సాగర్ చంద్ర ప్రతిభ కనిపిస్తుంది,1
ఈ కథను కథానాయకుడి పాత్రను రాయడంలో దర్శకుడికి ఎవరైనా స్ఫూర్తిగా నిలిచారేమో తెలియదు కానీ సినిమా చూస్తున్నంతసేపు నిజంగా ఒక వ్యక్తి జీవితాన్ని దగ్గరుండి చూస్తున్న భావన కలుగుతుంది,1
  ఈ విషయంలో ‘అప్పట్లో ఒకడుండేవాడు’ చాలా ప్రత్యేకంగా కనిపిస్తుంది,1
ఎంతో స్టడీ చేసి ఈ సినిమాను రూపొందించిన సంగతి ప్రతి సన్నివేశంలో కనిపిస్తుంది   ,1
కథలో కంటెంట్ మలుపులు చాలా ఉండటం వల్ల ఎక్కడా బ్రేక్ అన్నది ఉండదు  చకచకా సన్నివేశాలు సాగిపోతాయి ,1
ఆరంభం కొంచెం నెమ్మదిగా అనిపించినా కథలో కాన్ఫ్లిక్ట్ మొదలయ్యాక కథనం ఊపందుకుంటుంది ,1
 ప్రధాన పాత్రధారుల మధ్య పోరు పతాక స్థాయిని అందుకునే చోట ఇచ్చిన ఇంటర్వెల్ ద్వితీయార్ధం మీద ఆసక్తి రేకెత్తిస్తుంది,1
ద్వితీయార్ధంలో గ్యాంగ్ స్టర్ గా శ్రీవిష్ణు ఎదిగే తీరుకు సంబంధించిన ఎపిసోడ్ బాగుంది,1
ఈ దశలో ప్రి క్లైమాక్స్ క్లైమాక్స్ సినిమాను మళ్లీ పైకి తీసుకెళ్తాయి,1
చివరి అరగంట సినిమాకు ఆయువు పట్టు  ఇక్కడ వచ్చే ట్విస్టు థ్రిల్ చేస్తుంది,1
దీనికి ఇచ్చిన జస్టిఫికేషణ్ కూడా కన్విన్సింగ్ గా అనిపిస్తుంది ,1
చివర్లో ఎమోషన్లు చాలా బాగా పండాయి ,1
స్క్రీన్ ప్లేలో కొన్ని థ్రెడ్స్ ను కలిపిన తీరులోనే దర్శకుడి ప్రతిభ అర్థమవుతుంది ,1
స్టేచర్ ఉన్న హీరో చేయాల్సిన పాత్రలో శ్రీవిష్ణు ఆశ్చర్యపరిచే నటనతో మెప్పించాడు,1
నారా రోహిత్ తనకు అలవాటైన సీరియస్ క్యారెక్టర్లో అదరగొట్టాడు  పాత్ర తాలూకు ఇంటెన్సిటీని రోహిత్ చాలా బాగా చూపించాడు,1
 ఛాయాగ్రహణం సినిమా పెద్ద అస్సెట్  90ల నాటి వాతావరణాన్ని ప్రతిబింబింపజేయడంలో నవీన్ యాదవ్ కృషి ప్రతి సన్నివేశంలోనూ కనిపిస్తుంది ,1
అప్పటి సినిమాల్ని తలపించేలా లైటింగ్ థీమ్స్ వాడాడతను  చిన్న సినిమానే అయినా నిర్మాణ విలువల విషయంలో రాజీ పడలేదు  ఇలాంటి కథకు సపోర్ట్ చేసినందుకు నిర్మాతలకు అభినందనలు తెలపాలి,1
ఆర్ట్ వర్క్ ప్రాపర్టీస్ అన్నీ కూడా అప్పటి కాలానికి తగ్గట్లుగా సమకూరాయి,1
  దర్శకుడు సాగర్ చంద్ర ముద్ర సినిమాలో అడుగడుగునా కనిపిస్తుంది  రచనలోనే అతను ఎక్కువ మార్కులు కొట్టేశాడు,1
రచయితగా దర్శకుడిగా సాగర్ చంద్రకు మంచి మార్కులు పడతాయి,1
 చివరగా అప్పట్లో ఒకడుండేవాడు ఇంట్రెస్టింగ్ పీరియాడిక్ యాక్షన్ డ్రామా ,1
సిచువేషనల్ కామెడీతో రియలిస్టిక్ సన్నివేశాలతో పండించిన వినోదం అక్కడక్కడా మెప్పిస్తుంది ప్రేక్షకులకు గిలిగింతలు పెడుతుంది,1
 హీరో స్నేహితుల పరిచయాలు భలే ఆసక్తికరంగా అనిపిస్తాయి వీళ్ల పిట్టగోడ కబుర్లు కూడా బాగానే అనిపిస్తాయి,1
సినిమా కొంచెం కలగాపులగం అయినా కొంత వరకు కామెడీ వర్కవుట్ కావడం సెంటిమెంటూ పండటం మాస్ ప్రేక్షకుల్ని ఆకట్టుకునే కమర్షియల్ హంగులూ ఉండటంతో పైసా వసూల్ అనిపిస్తుంది,1
విలన్ పాత్ర బలంగా ఉంటే సినిమా కూడా బాగా తయారవుతుంది అనడానికి ‘ధృవ’ నిదర్శనంగా నిలుస్తుంది,1
మైండ్ బ్లోయింగ్ గా అనిపించే విలన్ పాత్ర దానికి దీటైన హీరో క్యారెక్టర్ బలమైన కథ బిగువైన స్క్రీన్ ప్లే ‘ధృవ’కు ప్రధాన ఆకర్షణలు,1
నిడివి కాస్త ఎక్కువైనా వృథా సన్నివేశాలకు తావు లేకుండా కథతో పాటు ప్రేక్షకుల్ని ట్రావెల్ చేయించే సీరియస్ యాక్షన్ థ్రిల్లర్ ధృవ,1
టిపికల్ గా సాగే విలన్ పాత్రే ఈ సినిమాకు ప్రధాన ఆకర్షణ,1
సిద్ధార్థ్ పాత్రకు తొలి సన్నివేశం నుంచి చివరి సీన్ వరకు అలా కళ్లప్పగించి చూస్తుండిపోయేలా ఉంటుంది ,1
 హీరో-విలన్ మధ్య ఎత్తులు పైఎత్తులతో సాగే పోరాటం ఉత్కంఠ రేపుతుంది,1
ముఖ్యంగా విలన్ కు చెక్ పెట్టడానికి హీరో ప్రయత్నం చేసి తనే దెబ్బ తినే ఎపిసోడ్ హైలైట్ గా నిలుస్తుంది  ఇంటర్వెల్ ముంగిట అది చక్కటి మలుపు ,1
ఇక ‘ధృవ’ నరేషన్ కూడా రెగ్యులర్ మాస్ మసాలా సినిమాలకు భిన్నంగా ఉంటుంది,1
నటీనటులు రామ్ చరణ్ కెరీర్లో ‘ధృవ’ ప్రత్యేకంగా నిలుస్తుంది,1
  విజువల్స్ మరింత రిచ్ గా ఉంటాయి,1
వేమారెడ్డి డైలాంగ్స్ సింపుల్ గా క్రిస్ప్ గా సన్నివేశాలకు తగ్గట్లుగా ఉన్నాయి,1
ఐతే అద్భుతమైన ప్రకృతి రమణీయతకు కేంద్రమైన కేరళ అడవుల నేపథ్యంలో ఈ కథ సాగడం వల్ల ప్రతి సన్నివేశం కంటికి ఇంపుగా అనిపిస్తుంది ,1
కళ్లు చెదిరేలా చాలా థ్రిల్లింగ్ గా సాగే యాక్షన్ సన్నివేశాలు కూడా సినిమాకు ప్రత్యేక ఆకర్షణగా నిలుస్తాయి,1
 యాక్షన్ సన్నివేశాల చిత్రీకరణ కూడా బాగుంది,1
రకమైన అలజడికి గురి చేసే కథనమే కారణం  సస్పెన్స్ ఎలిమెంట్ బాగుంది,1
‘రెమో’ కథాకథనాల్లో బలం తక్కువైనా సరే నటీనటులు  సాంకేతిక నిపుణులు బలంగా నిలిచి మంచి నిర్మాణ విలువలు కూడా తోడై ఈ చిత్రం కలర్ ఫుల్ గా తయారైంది ,1
హీరో హీరోయిన్ల మధ్య హీరోకు అతడి తల్లికి స్నేహితులకు మధ్య వచ్చే సన్నివేశాలు ఎంటర్టైన్ చేస్తాయి ,1
పాత కథనే కొత్తగా చెప్పడంలో అతను విజయవంతమయ్యాడు,1
బలమైన కథ బోలెడన్ని మలుపులు ఆసక్తికరమైన స్క్రీన్ ప్లే కంటెంట్ ఉన్న క్యారెక్టర్లు అన్నీ కలిపి ‘ఎక్కడికి పోతావు చిన్నవాడా’ను ఎంగేజింగ్ థ్రిల్లర్ గా మలిచాడు ఆనంద్  నరేషన్,1
 ‘ఎక్కడికి పోతావు చిన్నవాడా’కు ప్రధాన ఆకర్షణ ఇందులోని మలుపులే  కథ టేకాఫ్ అవ్వడానికి కొంచెం సమయం పట్టినా తొలిసారి కథలో ట్విస్టు ఇచ్చినప్పటి నుంచి ప్రేక్షకుడికి ఎప్పటికప్పుడు ప్రశ్నలు సంధించడంలో ఉత్కంఠ రేపడంలో మళ్లీ కొత్త కొత్త ట్విస్టులతో కథను మలుపు తిప్పుతూ ప్రేక్షకుడిని ఆశ్చర్యానికి గురి చేస్తూ చివరిదాకా ఆసక్తిని నిలిపి ఉంచడంలో దర్శకుడు విజయవంతమయ్యాడు,1
 థ్రిల్లర్ మూవీనే అయినా ఇందులో సమయానుకూలంగా కామెడీని పండించడం వల్ల చాలా వరకు బోర్ కొట్టకుండా సాగిపోతుంది  ,1
 జస్టిఫికేషన్ ఇచ్చిన తీరు బాగుంది,1
 ప్రి క్లైమాక్స్  ఆకట్టుకుంటుంది ,1
 ప్రేమ సన్నివేశాల్లో మణిశర్మ బ్యాగ్రౌండ్ స్కోర్ ఎంత ఆహ్లాదంగా అనిపిస్తుందో మిస్టరీకి సంబంధించిన సన్నివేశాల్లో అంత ఉత్కంఠ రేపుతుంది  మణిశర్మ పాటలు కూడా బాగున్నాయి  ,1
 ప్రొడ్యూసర్ శివలెంక కృష్ణప్రసాద్ ఎక్కడా రాజీ పడలేదు,1
సినిమాలో  ఇటు వినోదాన్ని అటు థ్రిల్లర్ అంశాల్ని బ్లెండ్ చేసిన తీరుకు  ఇంద్రగంటిని అభినందించాలి,1
ఛాయాగ్రహణం కూడా టాప్ క్లాస్ అనిపిస్తుంది,1
థ్రిల్లర్ సినిమాకు తగ్గ మూడ్ క్రియేట్ చేయడంలో విందా విజయవంతమయ్యాడు,1
బ్యాగ్రౌండ్ స్కోర్ దగ్గర్నుంచే మణి ప్రత్యేకత కనిపిస్తుంది,1
 నేపథ్య సంగీతం  సినిమాకు మేజర్ హైలైట్,1
తమ వంతుగా వినోదాన్నందించారు  అందరి పాత్రలూ ఆకట్టుకుంటాయి,1
చిత్రీకరణ కూడా ఆకట్టకుంటుంది ఎడిటింగ్ కూడగా బాగుంది,1
 నిర్మాణ విలువలు ‘యువి’ స్థాయికి తగ్గట్లు రిచ్ గా ఉన్నాయి,1
క్వాలిటీ సినిమా అన్న ఫీలింగ్ ప్రతి సన్నివేశంలోనూ అనిపిస్తుంది  ,1
 ఆ ముగింపు సరైందే అన్న భావన ప్రేక్షకుడికి కలిగించడంలో అతను విజయవంతమయ్యాడు,1
పాటలన్నీ హుషారెత్తించేలా ఉన్నాయి  వాటి చిత్రీకరణ కూడా ఆకట్టకుంటుంది,1
బ్యాగ్రౌండ్ స్కోర్ తోనూ బాగానే ఎంగేజ్ చేశాడు,1
 మంచి ప్రయత్నం   మంచి సినిమా,1
 క్రిష్ సిన్సియారిటీకి హ్యాట్సాఫ్ చెప్పాల్సిందే  ‘గమ్యం’ తర్వాత మళ్లీ అతడిలో నిజాయితీని వంద శాతం ఈ సినిమాలోనే చూస్తాం ,1
వెంకటేశ్వరరావు ఎడిటింగ్ విషయంలో తన అనుభవం చూపించారు ,1
 యుద్ధ సన్నివేశాల్లో ఎమోషనల్ సీన్స్ లో మెచ్యూరిటీతో నటించాడు,1
క్రిష్ పాటలన్నీ కథనంలో ఇమిడిపోయేలా వాటిని ప్లేస్ చేశాడు,1
 కోటగిరి వెంకటేశ్వరరావు ఎడిటింగ్ విషయంలో తన అనుభవం చూపించారు ,1
సంగీతం కూడా సినిమాకు మేజర్ హైలైట్స్లో ఒకటిగా నిలిచింది,1
 గొప్ప విజువల్ ఎఫెక్ట్స్ మళ్లీ ఇదే అని కచ్చితంగా చెప్పొచ్చు  ఈ విషయంలో శ్రీనివాస్ మోహన్ అండ్ టీమ్కు హ్యాట్సాఫ్ చెప్పాల్సిందే,1
సాబు సిరిల్ ఆర్ట్ వర్క్ గురించి ఎంత చెప్పుకున్నా తక్కువే  మహిష్మతి రాజ్యం కోసం వేసిన సెట్లు అద్భుతమనే చెప్పాలి,1
అనిపించిన ప్రతి దృశ్యంలోనూ టెక్నీషియన్స్ ప్రతిభ శ్రమ కనిపిస్తుంది,1
బాహుబలికి బ్యాక్బోన్ సాంకేతిక నిపుణులే   తెరమీద అద్భుతం ,1
జయప్రకాష్ రెడ్డి తన పాత్రకు వంద శాతం న్యాయం చేశాడు,1
 కొన్ని చోట్ల మాత్రం లౌడ్ నెస్ ఎక్కువైంది  పాటల్లో నేటివిటీ ఎక్కువ కనిపిస్తుంది,1
